"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-header","list-view-location","img-wrp href","he-lazy-image src 2","listing-card--owner-info__firm-name","he-lazy-image src 3"
"https://www.hepsiemlak.com/antalya-kepez-kultur-kiralik/daire/34579-42278","35","16.000","08-05-2025","Kiralık Daire","1 +
                          1","50 m²","8
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Antalya Kepez Kültürde Kiralık 1+1 Ful Eşyalı 4.Katta Lüks Daire No.16797","Antalya / Kepez / Kültür Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/7/7/5/0/4/4/eb13ac03-50ea-4b27-bb03-95296d547e7e.jpg","",""
"https://www.hepsiemlak.com/antalya-alanya-oba-kiralik/daire/119217-752","20","15.000","08-05-2025","Kiralık Daire","1 +
                          1","60 m²","Sıfır Bina","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Alanya Oba'da Full Aktiviteli Site De Kiralık 1+1 Sıfır Daire","Antalya / Alanya / Oba Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/0/7/9/5/4/4/1c27d598-1068-4094-a13e-d632f9b69155.jpg","",""
"https://www.hepsiemlak.com/antalya-muratpasa-doguyaka-kiralik/daire/5498-1315","21","16.000","08-05-2025","Kiralık Daire","1 +
                          1","70 m²","8
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Antalya Muratpaşa Doğuyaka Mah.1+1  65 M2 Açık Mutfaklı Doğalgazlı Kombili Dubleks Daire","Antalya / Muratpaşa / Doğuyaka Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/8/6/4/5/4/4/0efc0032-bfb3-4e3d-96dc-472d8055f934.jpg","",""
"https://www.hepsiemlak.com/antalya-finike-sahilkent-kiralik/daire/134246-178","39","35.000","08-05-2025","Kiralık Daire","3 +
                          1","150 m²","5
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Esyalı Kıralık Daıre","Antalya / Finike / Sahilkent Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/5/7/9/5/4/4/f80fcc0f-1945-456e-af78-b61fd0c084df.jpg","",""
"https://www.hepsiemlak.com/antalya-konyaalti-sarisu-kiralik/daire/124006-515","15","18.000","08-05-2025","Kiralık Daire","1 +
                          1","45 m²","3
                        Yaşında","2. Kat","","","","Konyaaltı Sarısuda Kiralık Boş 1+1","Antalya / Konyaaltı / Sarısu Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/6/8/5/5/4/4/1746098634-692922-44558616.jpeg","",""
"https://www.hepsiemlak.com/antalya-manavgat-ilica-kiralik/daire/96740-792","13","18.000","08-05-2025","Kiralık Daire","2 +
                          1","80 m²","Sıfır Bina","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Manavgat Ilıcada Kiralık 2+1 Yüksek Giriş Daire","Antalya / Manavgat / Ilıca Mah.","https://www.hepsiemlak.com/emlak-ofisi/uluten-homes-96740","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/5/5/2/0/9/3/4/1734810274-751199-43902554.jpeg","Uluten Homes","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/4/7/6/9/0/fffb6a12-6ddf-42ec-84fc-043921cc171b.jpg"
"https://www.hepsiemlak.com/antalya-konyaalti-liman-kiralik/daire/134970-430","32","40.000","08-05-2025","Kiralık Daire","2 +
                          1","90 m²","5
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Turvilla'dan Konyaaltı Liman'da Atlantis'te 2+1 Kiralık Daire","Antalya / Konyaaltı / Liman Mah.","https://www.hepsiemlak.com/emlak-ofisi/turvilla-134970","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/5/3/9/5/4/4/1746665660-0095391-44593530.jpeg","Turvilla","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/7/9/4/3/1/c52422ed-f2c4-4660-a986-d8b396f0a8a1.jpeg"
"https://www.hepsiemlak.com/antalya-kepez-gundogdu-kiralik/daire/128572-2041","30","18.500","08-05-2025","Kiralık Daire","2 +
                          1","95 m²","8
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Gold Düğün Salonu Karşısı Gündoğdu'da Asansörlü 1.Kat 2+1 95m2 Kiralık Daire","Antalya / Kepez / Gündoğdu Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/8/5/9/5/4/4/a7d09b7e-acff-478c-bdd1-1e15b5c9c2c7.jpg","",""
"https://www.hepsiemlak.com/antalya-dosemealti-yenikoy-kiralik/daire/156618-11","51","22.000","07-05-2025","Kiralık Daire","3 +
                          1","95 m²","Sıfır Bina","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Natureza Dan Döşemealtı, Yeniköy De, Yeni Binada, Doğalgazlı,  3+1, Kiralık Daire","Antalya / Döşemealtı / Yeniköy Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/8/2/9/5/4/4/b6329522-e528-404c-a1c7-b777444c8a18.jpg","",""
"https://www.hepsiemlak.com/antalya-aksu-kemeragzi-kiralik/daire/142184-64","41","43.000","08-05-2025","Kiralık Daire","3 +
                          1","180 m²","13
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kemerağzı Oteller Bölgesinde Havuzlu Sitede Eşyalı Kiralık 3+1","Antalya / Aksu / Kemerağzı Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/0/3/9/5/4/4/6b16e858-8179-4eb1-b998-7919a775ce83.jpg","",""
"https://www.hepsiemlak.com/antalya-konyaalti-sarisu-kiralik/daire/131138-215","32","29.995","08-05-2025","Kiralık Daire","2 +
                          1","95 m²","9
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Konyaaltı Sarısuda 2+1 Doğalgazlı, Her Odası Klimalı, Havuzlu, Kapalı Otoparklı, Katta","Antalya / Konyaaltı / Sarısu Mah.","https://www.hepsiemlak.com/emlak-ofisi/konyaalti-homes-131138","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/8/6/8/5/4/4/1746570531765-44586870.jpg","Konyaaltı Homes","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/3/1/1/3/1/04d6f43e-a870-40f4-a392-29f526c4fb3f.jpg"
"https://www.hepsiemlak.com/antalya-muratpasa-caglayan-kiralik/daire/158148-8","19","20.000","08-05-2025","Kiralık Daire","1 +
                          1","45 m²","35
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Lara,Barınaklarda Aile Apartmanında 2+1 Giriş Bahçekat Daire","Antalya / Muratpaşa / Çağlayan Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/4/1/7/5/4/4/1746281517018-44571496.jpg","",""
"https://www.hepsiemlak.com/antalya-alanya-oba-kiralik/daire/47184-67","21","32.500","08-05-2025","Kiralık Daire","4 +
                          1","200 m²","7
                        Yaşında","Çatı Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Alanya Oba Göl Kiralık  4+1 Dublex","Antalya / Alanya / Oba Mah.","https://www.hepsiemlak.com/emlak-ofisi/new-world-turkey-group-gayrimenkul-47184","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/1/8/5/5/4/4/cf23e46b-4f85-444e-9823-2cd274f1274c.jpg","New World Turkey Group Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/8/1/7/4/0/941deb46-5aa6-40f5-aef5-109f4a7e9236.jpg"
"https://www.hepsiemlak.com/antalya-alanya-bektas-kiralik/villa/158211-6","26","69.000","08-05-2025","Kiralık Villa","3 +
                          1","130 m²","15
                        Yaşında","","","","","Bektaşta Havuzlu Lüx Eşyalı Deniz Manzaralı 3+1 İkiz Villa","Antalya / Alanya / Bektaş Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/1/7/2/5/4/4/0f724da6-2e3a-4a66-93f4-f1e2ae8cb320.jpg","",""
"https://www.hepsiemlak.com/antalya-kepez-aydogmus-kiralik/daire/91299-1624","21","14.000","08-05-2025","Kiralık Daire","2 +
                          1","95 m²","5
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Varsak Aydoğmuş Mahallesinde 2+1 Y.Havuzlu Kiralık Daire","Antalya / Kepez / Aydoğmuş Mah.","","","",""
"https://www.hepsiemlak.com/antalya-kepez-kepez-kiralik/daire/111828-1113","21","18.000","08-05-2025","Kiralık Daire","2 +
                          1","110 m²","3
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Suryapı'da Geniş Ferah 2+1 Amerikan Mutfak Kiralık Daire","Antalya / Kepez / Kepez Mah.","https://www.hepsiemlak.com/emlak-ofisi/adonis-gayrimenkul-111828","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/2/8/1/1/1/a22d06fd-7528-42c8-9d7e-aee3001810d2.jpg","Adonis Gayrimenkul",""
"https://www.hepsiemlak.com/antalya-kepez-kepez-kiralik/daire/120089-2114","31","24.000","08-05-2025","Kiralık Daire","3 +
                          1","142 m²","Sıfır Bina","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Poyraz'dan Suryapıda Kiralık 3+1 142m2 Bahçe Katı Daire","Antalya / Kepez / Kepez Mah.","https://www.hepsiemlak.com/emlak-ofisi/poyraz-emlak-120089","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/8/0/0/2/1/1aacbe26-27e3-41fb-9658-2284218199af.jpg","Poyraz Emlak",""
"https://www.hepsiemlak.com/antalya-konyaalti-hurma-kiralik/daire/51188-2078","19","35.000","07-05-2025","Kiralık Daire","2 +
                          1","95 m²","10
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Berat'tan Havuzlu Sitede Doğalgazlı Klimalı Full Eşyalı Katta 2+1","Antalya / Konyaaltı / Hurma Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/6/3/8/5/4/4/1746531239638-44583667.jpg","",""
"https://www.hepsiemlak.com/antalya-dosemealti-altinkale-kiralik/daire/33451-88","15","13.000","08-05-2025","Kiralık Daire","1 +
                          1","64 m²","Sıfır Bina","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Döşemealtı Altınkale De Kiralık 1+1 Büyük Sıfır Kullanışlı !!! ​","Antalya / Döşemealtı / Altınkale Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/3/9/4/4/4/4/320af9f3-e1a6-442e-b730-93324e61bd82.jpg","",""
"https://www.hepsiemlak.com/antalya-muratpasa-sirinyali-kiralik/daire/28664-2684","16","35.000","08-05-2025","Kiralık Daire","3 +
                          1","170 m²","25
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Güzeloba Da 3+1 Kiralık Daire","Antalya / Muratpaşa / Şirinyalı Mah.","https://www.hepsiemlak.com/emlak-ofisi/tasan-emlak-28664","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/8/5/9/5/4/4/1746699577-184613-44595842.jpeg","Taşan Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/6/6/8/2/0/a165ffba-4604-487d-8974-7868ae959db9.jpg"
"https://www.hepsiemlak.com/antalya-kepez-gundogdu-kiralik/daire/9667-1507","16","16.250","08-05-2025","Kiralık Daire","2 +
                          1","110 m²","20
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık Daire","Antalya / Kepez / Gündoğdu Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/7/2/1/1/4/4/a1600f9f-2b09-4f9a-a594-a40e23a4c16d.jpg","",""
"https://www.hepsiemlak.com/antalya-aksu-altintas-kiralik/daire/4781-1203","26","17.000","08-05-2025","Kiralık Daire","1 +
                          1","69 m²","1
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Altıntaş Deniz Manzaralı,Havuzlu Aydınlık 1+1 Kiralık Daire","Antalya / Aksu / Altıntaş Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/7/9/7/4/4/4/8f7c788c-545e-4c2d-a2c4-06d1f7f57d19.jpg","",""
"https://www.hepsiemlak.com/antalya-finike-kum-kiralik/daire/134246-173","11","18.000","08-05-2025","Kiralık Daire","1 +
                          1","64 m²","Sıfır Bina","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Denız Gören 5 Kat 1+1 Ebeyın Banyolu Daıre Kıralık","Antalya / Finike / Kum Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/6/8/8/4/4/4/1744910944-499104-44488643.jpeg","",""
"https://www.hepsiemlak.com/antalya-konyaalti-liman-kiralik/daire/134970-428","21","35.000","08-05-2025","Kiralık Daire","2 +
                          1","90 m²","10
                        Yaşında","Yüksek Giriş","","","","Turvilla'dan Konyaaltı Liman'da Eşyalı 2+1 Kiralık Daire","Antalya / Konyaaltı / Liman Mah.","https://www.hepsiemlak.com/emlak-ofisi/turvilla-134970","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/4/3/9/5/4/4/1746663247-991397-44593481.jpeg","Turvilla","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/7/9/4/3/1/c52422ed-f2c4-4660-a986-d8b396f0a8a1.jpeg"
"https://www.hepsiemlak.com/antalya-kepez-aydogmus-kiralik/daire/128572-2039","28","14.000","07-05-2025","Kiralık Daire","1 +
                          1","60 m²","Sıfır Bina","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aydoğmuş Mah.Tramvaya Yakın  1+1 60m2 3.Kat Köşe Başı Asansörlü,Ankastreli,Duşakabinli Kiralık","Antalya / Kepez / Aydoğmuş Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/2/4/3/3/5/4/4/a7108ee5-0424-46ed-b850-1e711e804bbb.jpg","",""
"https://www.hepsiemlak.com/antalya-alanya-kargicak-kiralik/daire/47184-18","17","13.000","08-05-2025","Kiralık Daire","1 +
                          1","55 m²","1
                        Yaşında","4. Kat","","","","Alanya Kargıcak Denize 200m Deniz Manzaralı Boş Kiralık 1+1","Antalya / Alanya / Kargıcak Mah.","https://www.hepsiemlak.com/emlak-ofisi/new-world-turkey-group-gayrimenkul-47184","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/3/7/7/7/3/4/1732828629121-43777338.jpg","New World Turkey Group Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/8/1/7/4/0/941deb46-5aa6-40f5-aef5-109f4a7e9236.jpg"
"https://www.hepsiemlak.com/antalya-kepez-goksu-kiralik/daire/101905-869","14","20.000","08-05-2025","Kiralık Daire","2 +
                          1","90 m²","5
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Antalya Kepez Göksu Da Gürdal Insaat Duru Evlerinde  Eşyalı 2+1 Yüksek Girıs Daıre","Antalya / Kepez / Göksu Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/4/3/1/5/4/4/1745320853864-44513441.jpg","",""
"https://www.hepsiemlak.com/antalya-konyaalti-sarisu-kiralik/daire/8646-3689","12","19.000","08-05-2025","Kiralık Daire","1 +
                          1","65 m²","5
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Konyaaltı Sarısu Da Havuzlu Site İçerisinde Kiralık Daire","Antalya / Konyaaltı / Sarısu Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/1/2/4/5/4/4/427bf324-f707-4b2c-9b48-16e51551ae80.jpg","",""
"https://www.hepsiemlak.com/antalya-kemer-arslanbucak-kiralik/villa/95671-1210","22","35.000","08-05-2025","Kiralık Villa","4 +
                          4","185 m²","5
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Arslanbucakta Ayrı Mutfaklı 4+1 Müstakil Kiralık Villa","Antalya / Kemer / Arslanbucak Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/0/7/5/3/4/4/5ff1a34c-09b5-431a-bff4-4e4ba00706e8.jpg","",""
"https://www.hepsiemlak.com/antalya-muratpasa-sirinyali-kiralik/daire/5498-1316","31","45.000","08-05-2025","Kiralık Daire","3 +
                          1","155 m²","20
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Antalya Muratpaşa Şirinyalı Mah.Kiralık 3+1 Doğalgazlı Kombili Daire","Antalya / Muratpaşa / Şirinyalı Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/2/4/9/5/4/4/a26457f3-5a42-48a6-af87-2dc6eabee120.jpg","",""
"https://www.hepsiemlak.com/antalya-kepez-kepez-kiralik/daire/120089-2113","29","25.000","08-05-2025","Kiralık Daire","3 +
                          1","118 m²","Sıfır Bina","7. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Poyraz'dan Suryapıda Kiralık 3+1 118m2 7.Kat Daire","Antalya / Kepez / Kepez Mah.","https://www.hepsiemlak.com/emlak-ofisi/poyraz-emlak-120089","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/4/5/9/5/4/4/a797f5d4-f5ac-47f4-9bce-2214cbaf990e.jpg","Poyraz Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/8/0/0/2/1/1aacbe26-27e3-41fb-9658-2284218199af.jpg"
"https://www.hepsiemlak.com/antalya-muratpasa-soguksu-kiralik/daire/24077-1897","27","15.000","08-05-2025","Kiralık Daire","2 +
                          1","90 m²","30
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Soğuksu Mah. Hacı Hafize Saygan Okulu Doğusu, Kiralık,2+1,Ayrı Mutfaklı, Gün-Isılı Daire-Videolu","Antalya / Muratpaşa / Soğuksu Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/4/6/2/5/4/4/2f84be6a-f86e-4f97-ae24-d3f11f9eaa5c.jpg","",""
