city,district,neighborhood,room,living_room,area,age,floor,price
ankara,cankaya,yukari_bahcelievler,3,1,115,35,2,30000
ankara,altindag,dogantepe,3,1,105,0,2,25000
ankara,cankaya,oran,1,1,45,0,0,25000
ankara,cankaya,yukari_bahcelievler,1,1,60,0,1,25000
ankara,cankaya,mursel_uluc,3,1,120,20,3,23000
ankara,golbasi,kizilcasar,1,1,50,0,1,25000
ankara,mamak,durali_alic,3,1,140,10,5,23000
ankara,altindag,gunesevler,3,1,120,13,-1,19000
ankara,cankaya,yasamkent,1,1,55,0,1,27500
ankara,altindag,gunesevler,3,1,114,15,3,18500
ankara,golbasi,hacilar,2,1,130,10,3,43000
ankara,cankaya,sehit_cevdet_ozdemir,1,1,64,5,2,26000
ankara,cankaya,emek,1,1,65,35,1,18000
ankara,yenimahalle,ragip_tuzun,2,1,80,20,1,19000
ankara,mamak,durali_alic,3,1,154,15,2,25000
ankara,golbasi,bahcelievler,3,1,148,26,3,25000
ankara,cankaya,emek,3,1,110,30,4,36000
ankara,cankaya,ilkadim,2,1,95,21,1,30000
ankara,cankaya,oran,1,1,85,15,3,43000
ankara,sincan,osmanli,3,1,110,30,4,17000
ankara,cankaya,guvenevler,2,1,110,30,0,32000
ankara,golbasi,kizilcasar,2,1,104,0,2,35000
ankara,golbasi,kizilcasar,2,1,109,0,1,35000
ankara,golbasi,incek,1,1,55,0,1,30000
ankara,cankaya,guvenevler,2,1,100,25,4,25000
ankara,cankaya,nasuh_akar,3,1,115,35,3,20000
ankara,golbasi,incek,1,1,55,2,2,25000
ankara,golbasi,incek,1,1,50,1,0,20000
ankara,cankaya,ovecler,3,1,125,33,3,25000
ankara,cankaya,yukari_bahcelievler,2,1,90,7,-1,35000
ankara,kecioren,ayvali,3,1,125,28,1,20000
ankara,sincan,aksemsettin,3,1,125,17,3,26500
ankara,altindag,besikkaya,3,1,125,13,3,16500
ankara,cankaya,ilkadim,3,1,130,26,3,35000
ankara,cankaya,gokturk,3,1,115,27,2,29000
ankara,polatli,cumhuriyet,3,1,125,30,5,15000
ankara,etimesgut,seker,2,1,100,6,3,32000
ankara,etimesgut,sehit_osman_avci,1,1,50,32,3,24000
ankara,cankaya,oran,3,1,110,28,1,36000
ankara,cankaya,yukari_bahcelievler,1,1,70,5,0,32000
ankara,kecioren,baglarbasi,3,1,110,15,1,12500
ankara,etimesgut,altay,1,1,72,10,3,22000
ankara,kecioren,etlik,3,1,170,5,3,25000
ankara,cankaya,huzur,3,1,100,25,-1,21000
ankara,etimesgut,baglica,2,1,110,6,1,33000
ankara,yenimahalle,demetlale,3,1,115,35,5,18000
ankara,cankaya,cevizlidere,3,1,155,16,1,35000
ankara,mamak,peyami_safa,1,1,100,14,-2,17500
ankara,mamak,aksemsettin,1,1,66,11,3,27500
ankara,cankaya,gokkusagi,2,1,85,18,1,25000
ankara,cankaya,cevizlidere,3,1,160,20,3,32000
ankara,mamak,saimekadin,3,1,100,30,1,15000
ankara,cankaya,keklik_pinari,3,1,100,11,1,22000
ankara,cankaya,yukari_dikmen,1,1,76,5,3,38000
ankara,etimesgut,altay,1,1,70,8,4,23500
ankara,altindag,zubeyde_hanim,2,1,90,35,1,22000
ankara,kecioren,kamil_ocak,2,1,105,28,-2,16000
ankara,cankaya,gokkusagi,3,1,155,15,3,35000
ankara,yenimahalle,ragip_tuzun,1,1,50,1,2,29500
ankara,golbasi,segmenler,2,1,90,4,0,35000
ankara,altindag,aydinlikevler,2,1,100,25,0,13000
ankara,cankaya,emek,1,1,45,6,-1,27000
ankara,golbasi,segmenler,2,1,90,4,1,26000
ankara,cankaya,bagcilar,2,1,85,25,0,17000
ankara,cankaya,murat,3,1,110,25,2,25000
ankara,mamak,zirvekent,1,1,65,10,0,9500
ankara,yenimahalle,gazi,2,1,85,15,3,25000
ankara,polatli,sehitlik,3,1,135,18,2,15000
ankara,yenimahalle,yeni_bati,2,1,63,0,5,40000
ankara,kecioren,asagi_eglence,3,1,125,5,-1,18000
ankara,cankaya,yukari_bahcelievler,3,1,120,35,3,32500
ankara,cankaya,harbiye,3,1,125,20,-2,30000
ankara,cankaya,emek,2,1,85,30,0,25500
ankara,golbasi,taspinar,1,1,48,0,2,27000
ankara,yenimahalle,emniyet,1,1,83,0,1,34000
ankara,kecioren,basinevleri,3,1,120,27,2,20000
ankara,altindag,battalgazi,2,1,110,15,5,12500
ankara,yenimahalle,ilkyerlesim,3,1,110,35,0,28000
ankara,cankaya,guzeltepe,1,1,70,8,2,34000
ankara,etimesgut,oguzlar,3,1,110,23,3,20000
ankara,cankaya,guzeltepe,1,1,60,9,0,31000
ankara,sincan,hurriyet,1,1,55,14,3,10000
ankara,cankaya,ata,2,1,100,25,3,35000
ankara,kecioren,emrah,3,1,110,29,3,25000
ankara,kecioren,esertepe,3,1,115,15,-1,18500
ankara,altindag,aydinlikevler,3,1,135,25,1,30500
ankara,mamak,balkiraz,2,1,85,35,0,16500
ankara,mamak,mutlu,1,1,85,6,-3,15000
ankara,altindag,ornek,3,1,115,30,3,17500
ankara,cankaya,osman_temiz,3,1,110,28,2,27500
ankara,kecioren,yukseltepe,3,1,135,7,3,21000
ankara,kecioren,etlik,3,1,120,24,0,23750
ankara,cankaya,ilkadim,3,1,120,28,3,32000
ankara,yenimahalle,demetlale,3,1,140,35,3,22000
ankara,cankaya,ilkadim,1,1,70,25,-1,31000
ankara,mamak,general_zeki_dogan,3,1,125,25,3,19500
ankara,polatli,zafer,3,1,130,20,0,15000
ankara,yenimahalle,kentkoop,3,1,120,28,1,29000
ankara,sincan,fevzi_cakmak,2,1,89,0,2,17000
ankara,golbasi,incek,1,1,50,1,2,17500
ankara,mamak,akdere,3,1,100,30,1,17000
ankara,kecioren,ayvali,3,1,150,0,4,35000
ankara,mamak,tuzlucayir,3,1,135,15,1,20000
ankara,yenimahalle,ergazi,1,1,54,4,3,27000
ankara,kecioren,guclukaya,3,1,120,29,0,22500
ankara,yenimahalle,demetgul,1,1,100,15,0,15000
ankara,cankaya,malazgirt,3,1,80,15,-2,15000
ankara,cankaya,keklik_pinari,3,1,150,15,3,26000
ankara,sincan,selcuklu,3,1,110,15,1,16000
ankara,mamak,cengizhan,3,1,110,12,2,18500
ankara,cankaya,kazim_ozalp,2,1,60,0,1,35000
ankara,mamak,aksemsettin,3,1,120,18,3,22000
ankara,mamak,bahcelerici,3,1,108,15,-2,12500
ankara,cankaya,asagi_ovecler,3,1,130,34,1,28000
ankara,cankaya,yukari_bahcelievler,3,1,130,27,3,35000
ankara,kecioren,senlik,2,1,115,20,0,17500
ankara,kecioren,asagi_eglence,3,1,125,21,3,30000
ankara,cankaya,keklik_pinari,3,1,120,27,1,25000
ankara,etimesgut,altay,3,1,130,20,3,36500
ankara,cankaya,ileri,1,1,50,0,1,35000
ankara,etimesgut,alsancak,2,1,100,12,1,25500
ankara,kecioren,tepebasi,1,1,70,30,0,19500
ankara,kecioren,yayla,2,1,105,4,1,15000
ankara,golbasi,incek,3,1,110,0,5,22000
ankara,cankaya,maltepe,1,1,70,4,0,39500
ankara,kecioren,kalaba,2,1,105,35,2,17000
ankara,cankaya,emek,3,1,110,20,1,39000
ankara,sincan,istasyon,2,1,85,24,0,12000
ankara,yenimahalle,guventepe,2,1,105,0,-1,17500
ankara,cankaya,yukari_bahcelievler,1,1,70,25,1,27500
ankara,cankaya,camlitepe,3,1,110,35,1,20000
ankara,cankaya,ertugrulgazi,3,1,130,30,5,15000
ankara,kecioren,esertepe,3,1,145,18,2,25000
ankara,altindag,gunesevler,3,1,125,25,1,17000
ankara,yenimahalle,demetgul,3,1,120,26,3,24000
ankara,yenimahalle,demetgul,3,1,130,35,1,15000
ankara,cankaya,emek,3,1,125,32,1,31000
ankara,cankaya,sokullu_mehmet_pasa,2,1,90,20,1,29000
antalya,alanya,saray,2,1,120,30,2,18000
antalya,konyaalti,liman,3,1,165,22,3,35000
antalya,kepez,fevzi_cakmak,1,1,60,4,2,11500
antalya,kepez,erenkoy,2,1,90,5,3,13500
antalya,kepez,gazi,1,1,55,0,1,12000
antalya,muratpasa,soguksu,2,1,110,15,0,20000
antalya,kumluca,merkez,2,1,104,1,1,20000
antalya,kepez,kultur,1,1,50,8,4,16000
antalya,alanya,oba,1,1,60,0,1,15000
antalya,muratpasa,doguyaka,1,1,70,8,1,16000
antalya,finike,sahilkent,3,1,150,5,2,35000
antalya,konyaalti,sarisu,1,1,45,3,2,18000
antalya,manavgat,ilica,2,1,80,0,1,18000
antalya,konyaalti,liman,2,1,90,5,1,40000
antalya,kepez,gundogdu,2,1,95,8,1,18500
antalya,dosemealti,yenikoy,3,1,95,0,1,22000
antalya,konyaalti,sarisu,2,1,95,9,2,29995
antalya,muratpasa,caglayan,1,1,45,35,0,20000
antalya,kepez,aydogmus,2,1,95,5,1,14000
antalya,kepez,kepez,2,1,110,3,1,18000
antalya,kepez,kepez,3,1,142,0,0,24000
antalya,konyaalti,hurma,2,1,95,10,1,35000
antalya,dosemealti,altinkale,1,1,64,0,3,13000
antalya,muratpasa,sirinyali,3,1,170,25,3,35000
antalya,kepez,gundogdu,2,1,110,20,4,16250
antalya,aksu,altintas,1,1,69,1,2,17000
antalya,finike,kum,1,1,64,0,5,18000
antalya,konyaalti,liman,2,1,90,10,1,35000
antalya,kepez,aydogmus,1,1,60,0,3,14000
antalya,alanya,kargicak,1,1,55,1,4,13000
antalya,kepez,goksu,2,1,90,5,0,20000
antalya,konyaalti,sarisu,1,1,65,5,1,19000
antalya,muratpasa,soguksu,2,1,90,30,2,15000
antalya,alanya,kestel,1,1,68,8,0,20000
antalya,konyaalti,liman,1,1,55,7,3,25000
antalya,kepez,mehmet_akif_ersoy,3,1,145,0,3,32000
antalya,konyaalti,arapsuyu,2,1,115,15,2,30000
antalya,konyaalti,gursu,2,1,80,18,1,30000
antalya,alanya,kestel,1,1,55,0,2,10000
antalya,muratpasa,guzeloba,3,1,150,30,2,27000
antalya,kemer,kuzdere,3,1,170,0,1,30000
antalya,kepez,ulus,2,1,140,21,3,24000
antalya,dosemealti,ciplakli,3,1,150,5,2,23000
antalya,alanya,kestel,1,1,68,8,3,20000
antalya,muratpasa,kiziltoprak,3,1,150,30,1,30000
antalya,kepez,yeni_dogan,2,1,100,12,2,20000
antalya,kemer,kuzdere,3,1,120,0,5,25000
antalya,aksu,altintas,2,1,80,1,5,22500
antalya,muratpasa,kizilarik,2,1,100,10,1,15000
antalya,elmali,karyagdi,2,1,110,20,0,11500
antalya,muratpasa,hasimiscan,1,1,30,35,0,8000
antalya,kemer,arslanbucak,2,1,85,17,3,30000
antalya,konyaalti,hurma,1,1,50,0,0,20000
antalya,gazipasa,pazarci,1,1,70,5,0,15000
antalya,elmali,yeni,3,1,145,9,5,26000
antalya,kepez,aydogmus,3,1,135,8,2,18500
antalya,kepez,ahatli,2,1,105,5,2,23000
antalya,dosemealti,ciplakli,1,1,50,12,1,13000
antalya,konyaalti,uncali,2,1,80,12,0,32000
antalya,finike,kum,2,1,100,0,3,20000
antalya,manavgat,sorgun,1,1,75,0,2,30000
antalya,alanya,tosmur,2,1,120,15,3,25000
antalya,serik,bogazkent,3,1,105,26,0,35000
antalya,kepez,kultur,1,1,50,4,4,18000
antalya,alanya,guller_pinari,2,1,95,25,4,16000
antalya,alanya,elikesik,2,1,100,1,3,14000
antalya,dosemealti,bahceyaka,2,1,105,0,5,20000
antalya,alanya,oba,1,1,60,3,3,18500
antalya,dosemealti,yenikoy,3,1,120,9,3,22000
antalya,alanya,oba,2,1,110,12,3,30000
antalya,serik,yeni,2,1,135,15,5,14500
antalya,kepez,fevzi_cakmak,2,1,100,0,3,20000
antalya,kepez,goksu,2,1,75,0,5,20000
antalya,finike,kum,2,1,110,0,3,19000
antalya,alanya,mahmutlar,2,1,110,13,5,16000
antalya,alanya,mahmutlar,1,1,60,2,3,10000
antalya,kepez,varsak_esentepe,2,1,75,0,1,20000
antalya,alanya,mahmutlar,2,1,125,12,4,25000
antalya,alanya,cikcilli,1,1,75,15,4,21000
antalya,manavgat,side,2,1,105,12,3,25000
antalya,alanya,oba,1,1,55,4,2,12000
antalya,aksu,altintas,1,1,45,0,-3,15000
antalya,dosemealti,yenikoy,2,1,115,8,3,17500
antalya,muratpasa,doguyaka,2,1,100,15,4,20000
antalya,manavgat,asagi_hisar,2,1,110,20,1,26000
antalya,kepez,ahatli,2,1,95,10,3,19500
antalya,konyaalti,siteler,3,1,140,25,5,27500
antalya,kepez,cankaya,2,1,96,3,3,24000
antalya,konyaalti,altinkum,3,1,140,20,2,30000
antalya,muratpasa,fener,1,1,65,15,2,25000
antalya,muratpasa,fener,1,1,85,20,5,25000
antalya,muratpasa,soguksu,3,1,150,25,2,21000
antalya,muratpasa,varlik,3,1,150,28,1,20000
antalya,kepez,santral,2,1,96,3,2,22000
antalya,kepez,kuzeyyaka,2,1,85,15,1,12500
antalya,alanya,mahmutlar,1,1,75,30,2,10000
antalya,konyaalti,sarisu,2,1,100,5,2,28500
antalya,aksu,altintas,2,1,80,1,3,20000
antalya,alanya,mahmutlar,3,1,150,1,5,20000
antalya,finike,kum,2,1,100,0,4,20000
antalya,kemer,camyuva,1,1,80,10,1,18000
antalya,muratpasa,zerdalilik,2,1,120,16,-3,25000
antalya,muratpasa,meydankavagi,2,1,85,5,0,35000
antalya,kepez,ulus,3,1,135,35,1,17000
antalya,alanya,oba,2,1,90,1,1,16500
antalya,konyaalti,hurma,1,1,70,8,0,18000
antalya,muratpasa,varlik,2,1,85,2,2,30000
antalya,kepez,kepez,2,1,85,4,2,18000
antalya,kepez,teomanpasa,1,1,55,3,0,20000
antalya,gazipasa,pazarci,2,1,110,2,5,20000
antalya,aksu,altintas,1,1,55,0,1,15000
antalya,finike,kum,2,1,120,18,3,18000
antalya,alanya,mahmutlar,2,1,85,20,3,15000
antalya,finike,kum,2,1,110,0,2,20000
antalya,kepez,fevzi_cakmak,3,1,130,4,5,23000
antalya,alanya,kesefli,2,1,120,3,1,35000
antalya,muratpasa,sinan,2,1,100,1,0,27500
antalya,serik,kokez,3,1,165,14,3,20000
antalya,alanya,oba,1,1,55,2,2,16500
antalya,aksu,altintas,2,1,61,0,3,20000
antalya,kepez,ahatli,1,1,55,6,1,14000
antalya,muratpasa,caglayan,1,1,80,14,0,22000
antalya,kepez,husnu_karakas,2,1,90,6,1,22000
antalya,muratpasa,guzeloba,2,1,80,28,2,32000
antalya,alanya,mahmutlar,1,1,60,0,0,14000
antalya,manavgat,ilica,1,1,65,0,1,21000
antalya,muratpasa,yildiz,3,1,120,29,2,22500
antalya,kepez,kultur,1,1,75,8,3,17000
antalya,muratpasa,tahilpazari,3,1,170,21,1,30000
antalya,alanya,oba,1,1,59,7,3,17500
antalya,alanya,mahmutlar,1,1,60,0,3,11000
antalya,kepez,erenkoy,2,1,75,7,1,14000
antalya,konyaalti,hurma,2,1,150,10,3,30000
antalya,muratpasa,memurevleri,3,1,140,18,3,19000
antalya,muratpasa,ucgen,3,1,120,11,3,20000
antalya,muratpasa,yenigun,2,1,95,5,0,18000
antalya,kepez,yesilyurt,3,1,160,14,3,20000
antalya,konyaalti,hurma,3,1,140,8,1,30000
antalya,kepez,fevzi_cakmak,2,1,105,4,2,20000
antalya,alanya,kestel,2,1,150,20,5,12500
antalya,finike,kum,2,1,90,0,4,15500
antalya,alanya,figla,3,1,150,12,3,30000
antalya,alanya,kargicak,1,1,50,1,3,18000
antalya,muratpasa,caglayan,2,1,80,16,3,35000
antalya,gazipasa,istiklal,2,1,100,1,-2,15000
antalya,kepez,kultur,2,1,90,5,4,25000
antalya,finike,kum,1,1,55,0,5,16500
antalya,finike,hasyurt,1,1,55,0,0,10500
antalya,konyaalti,gursu,3,1,150,15,-1,33000
antalya,muratpasa,meydankavagi,2,1,70,7,0,23500
antalya,muratpasa,varlik,3,1,135,25,5,25000
antalya,kepez,gulveren,2,1,100,13,1,23000
antalya,konyaalti,hurma,2,1,90,4,1,35000
antalya,alanya,mahmutlar,1,1,60,0,2,10000
antalya,kepez,gulveren,1,1,60,7,3,18000
antalya,manavgat,side,2,1,90,2,0,25000
antalya,finike,kum,3,1,160,18,5,27000
antalya,muratpasa,meydankavagi,3,1,150,11,2,32000
antalya,muratpasa,guzeloba,1,1,50,2,0,25000
antalya,muratpasa,yenigun,2,1,80,10,0,28500
antalya,finike,hasyurt,3,1,125,0,3,23000
antalya,alanya,oba,1,1,60,0,3,14000
antalya,kepez,yukselis,2,1,100,10,1,20000
antalya,alanya,kizlar_pinari,2,1,120,20,3,20000
antalya,kepez,kultur,2,1,95,5,3,18500
antalya,kepez,cankaya,3,1,150,21,2,27000
antalya,kepez,ahatli,2,1,80,5,1,20000
antalya,muratpasa,yenigun,2,1,85,6,1,18000
antalya,kepez,gundogdu,2,1,90,0,1,20000
antalya,konyaalti,liman,2,1,105,9,2,29000
antalya,muratpasa,cumhuriyet,3,1,145,16,5,18500
antalya,finike,kum,3,1,170,20,5,18000
antalya,dosemealti,tomalar,2,1,129,25,5,16500
antalya,kepez,santral,1,1,72,4,2,19000
antalya,manavgat,side,2,1,130,0,2,30000
antalya,finike,kum,2,1,90,0,3,15000
antalya,alanya,mahmutlar,2,1,109,24,2,16500
antalya,muratpasa,kizilarik,3,1,160,23,1,18500
antalya,muratpasa,yildiz,2,1,100,25,2,25000
antalya,kepez,gulveren,2,1,90,7,3,18000
antalya,muratpasa,yenigun,3,1,155,27,4,27500
antalya,finike,hasyurt,2,1,95,21,0,12000
antalya,konyaalti,liman,1,1,55,7,3,25000
antalya,konyaalti,hurma,2,1,95,10,3,23000
antalya,kepez,kultur,2,1,90,8,5,19500
antalya,muratpasa,guzeloba,3,1,150,25,2,28000
antalya,kepez,safak,1,1,65,9,1,15000
antalya,kepez,ahatli,2,1,85,5,1,17500
antalya,alanya,guller_pinari,1,1,70,25,2,14000
antalya,konyaalti,hurma,1,1,60,9,3,25000
antalya,alanya,kizlar_pinari,1,1,55,0,3,21500
antalya,elmali,yeni,2,1,100,4,5,17500
antalya,muratpasa,yildiz,3,1,150,35,4,24000
antalya,kepez,aktoprak,3,1,125,8,3,16000
antalya,alanya,oba,2,1,90,22,1,15000
antalya,alanya,guller_pinari,2,1,115,12,3,23000
antalya,finike,yeni,2,1,100,3,2,14250
antalya,kepez,unsal,2,1,110,0,3,22000
antalya,alanya,mahmutlar,2,1,120,0,3,16000
antalya,alanya,kestel,1,1,60,2,4,14000
antalya,alanya,demirtas,2,1,100,15,2,17000
antalya,konyaalti,hurma,2,1,140,8,4,32000
antalya,konyaalti,hisarcandir,2,1,100,10,2,17000
antalya,konyaalti,liman,1,1,65,12,2,22000
antalya,muratpasa,fener,2,1,95,15,1,35000
antalya,muratpasa,meydankavagi,1,1,164,25,3,30000
antalya,muratpasa,guzeloba,3,1,150,30,4,27000
antalya,kepez,ahatli,2,1,85,5,1,14500
antalya,kemer,camyuva,2,1,85,15,1,30000
antalya,alanya,mahmutlar,2,1,110,20,4,15000
antalya,kemer,goynuk,2,1,150,5,3,35000
antalya,kepez,kultur,3,1,140,13,5,4000
antalya,alanya,guller_pinari,1,1,70,25,5,14000
antalya,kepez,kepez,1,1,47,0,0,12000
antalya,kepez,kultur,1,1,45,6,4,16000
antalya,kepez,kultur,2,1,80,2,-2,20000
bursa,mudanya,yeni,2,1,105,25,0,17000
bursa,yildirim,davutdede,2,1,140,30,5,12000
bursa,nilufer,ucevler,2,1,120,10,5,20000
bursa,gemlik,hisar,3,1,160,7,3,20000
bursa,yildirim,akcaglayan,1,1,60,30,0,6000
bursa,osmangazi,intizam,2,1,85,30,5,10000
bursa,yildirim,maltepe,3,1,120,30,2,13000
bursa,inegol,akhisar,1,1,45,0,2,12000
bursa,yildirim,sukraniye,1,1,30,10,1,10000
bursa,gemlik,dr_ziya_kaya,2,1,95,29,5,13000
bursa,nilufer,gorukle,2,1,95,8,1,17500
bursa,yildirim,baruthane,2,1,90,31,3,15000
bursa,mudanya,yeni,3,1,170,35,4,25000
bursa,nilufer,dumlupinar,1,1,45,10,2,10000
bursa,nilufer,balat,2,1,130,7,4,40000
bursa,nilufer,konak,3,1,160,28,3,25000
bursa,kestel,yeni,2,1,120,15,3,13000
bursa,mudanya,egerce,3,1,101,15,2,20000
bursa,osmangazi,dikkaldirim,2,1,110,29,1,15000
bursa,yildirim,davutdede,3,1,130,31,3,13000
bursa,nilufer,dumlupinar,2,1,62,1,4,16500
bursa,yildirim,yesil,2,1,140,30,2,13000
bursa,nilufer,dumlupinar,2,1,70,10,5,15000
bursa,gemlik,cumhuriyet,3,1,150,24,4,35000
bursa,nilufer,dumlupinar,1,1,60,0,2,15000
bursa,nilufer,cumhuriyet,3,1,140,25,5,23500
bursa,nilufer,dumlupinar,2,1,60,3,2,14000
bursa,osmangazi,cekirge,2,1,95,7,3,20000
bursa,osmangazi,altiparmak,2,1,110,30,5,18000
bursa,mudanya,halitpasa,2,1,115,5,3,25000
bursa,nilufer,dumlupinar,1,1,55,3,2,15000
bursa,nilufer,dumlupinar,2,1,60,2,5,17000
bursa,inegol,osmaniye,2,1,105,30,3,25000
bursa,nilufer,konak,3,1,160,25,3,27000
bursa,gemlik,dr_ziya_kaya,2,1,99,8,1,17000
bursa,nilufer,cumhuriyet,3,1,140,28,4,26000
bursa,nilufer,gorukle,1,1,65,2,1,15000
bursa,nilufer,dumlupinar,2,1,60,2,2,14000
bursa,nilufer,30_agustos_zafer,2,1,115,5,0,19000
bursa,mudanya,halitpasa,1,1,85,26,3,21000
bursa,nilufer,konak,3,1,150,19,3,30000
bursa,gemlik,osmaniye,2,1,100,35,5,15000
bursa,nilufer,camlica,1,1,80,20,2,18500
bursa,yildirim,yenimahalle,2,1,76,10,1,16000
bursa,nilufer,dumlupinar,1,1,45,10,2,10000
bursa,nilufer,gorukle,2,1,60,1,2,13500
bursa,gemlik,esref_dincer,2,1,110,25,3,10000
bursa,yildirim,karamazak,2,1,85,21,1,10000
bursa,nilufer,gorukle,2,1,90,10,3,16000
bursa,nilufer,ucevler,2,1,75,7,1,17000
bursa,osmangazi,cirpan,2,1,90,30,5,10000
