"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-location","img-wrp href","he-lazy-image src 2","he-lazy-image src 3","listing-card--owner-info__firm-name","list-view-header"
"https://www.hepsiemlak.com/izmir-buca-inkilap-kiralik/daire/130324-942","60","32.500","08-05-2025","Kiralık Daire","3 +
                          1","120 m²","10
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/2/7/9/5/4/4/cec8066c-35e5-4dfe-87bf-bc00cbd9dc2e.jpg","EİDS onaylı","İzmir / Buca / İnkılap Mah.","https://www.hepsiemlak.com/emlak-ofisi/gunes-gayrimenkul-130324/gokhan-barisik-3323971","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/7/9/3/2/3/3/1ebfbe12-77dc-4372-bf5d-d2bbeb38a749.jpg","Güneş Gayrimenkul","Güneş'ten Şirinyer İzban 4dk 120 3+1 10 Yıllık Balkon 2 Cephe 3.Kat"
"https://www.hepsiemlak.com/izmir-karabaglar-esenyali-kiralik/daire/34836-999","33","50.000","08-05-2025","Kiralık Daire","4 +
                          1","230 m²","24
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/2/0/1/8/4/4/4/65ffff84-f26b-403e-b254-ae371466c831.jpg","EİDS onaylı","İzmir / Karabağlar / Esenyalı Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","İzmir Özel Amerikan Koleji Yakını Asmaçatı Gayrimenkul'den Kiralık Daire"
"https://www.hepsiemlak.com/izmir-bornova-evka-3-kiralik/daire/59475-1015","44","24.000","08-05-2025","Kiralık Daire","2 +
                          1","80 m²","35
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/4/4/8/1/2/4/1739953278011-42184470.jpg","EİDS onaylı","İzmir / Bornova / Evka 3 Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Volkan Emlaktan Evka3'te Doğalgazlı Eşyalı"
"https://www.hepsiemlak.com/izmir-guzelbahce-yali-kiralik/daire/77409-740","34","35.000","08-05-2025","Kiralık Daire","3 +
                          1","125 m²","11
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/7/7/9/5/4/4/32ff77a4-b94d-4310-a1b2-df45442464f2.jpg","EİDS onaylı","İzmir / Güzelbahçe / Yalı Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Güzelbahcede Yalı Mah. Balık Pazarına Yakın Migros Arkası Bakımlı Ara Kat Kiralık Daire"
"https://www.hepsiemlak.com/izmir-bayrakli-r-sevket-ince-kiralik/daire/0-44597443","14","24.000","08-05-2025","Kiralık Daire","2 +
                          1","80 m²","3
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/4/7/9/5/4/4/1746710972870-44597443.jpg","EİDS onaylı","İzmir / Bayraklı / R. Şevket İnce Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Şehir Hastanesine West Park'a Çok Yakın 2+1 Daire"
"https://www.hepsiemlak.com/izmir-menderes-cuneytbey-kiralik/daire/140180-472","14","23.500","08-05-2025","Kiralık Daire","2 +
                          1","70 m²","Sıfır Bina","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/8/6/5/5/4/4/94175fdc-f675-4336-be48-25c79ca1edbf.jpg","EİDS onaylı","İzmir / Menderes / Cüneytbey Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-pasha-140180","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/8/1/0/4/1/7f582be0-e912-4e28-a7f0-d4ff3eccb284.jpg","Coldwell Banker Pasha","Menderes Cüneytbey Mah. Site İçi 2+1 Arakat Kiralık Daire"
"https://www.hepsiemlak.com/izmir-cigli-atasehir-kiralik/daire/31745-22175","29","40.000","08-05-2025","Kiralık Daire","3 +
                          1","155 m²","25
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/7/7/9/5/4/4/537ebbf5-8ded-4b52-a885-4a2b18f04ec2.jpg","EİDS onaylı","İzmir / Çiğli / Ataşehir Mah.","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-5-31745","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/4/7/1/3/0/6718b45f-7eab-4495-a6ae-e40f674f4b91.jpg","Kw Alesta-viya-orsa 5","Kw Martı Takım'dan Onur Sitesi 3+1 Kiralık"
"https://www.hepsiemlak.com/izmir-konak-cankaya-kiralik/daire/14487-1314","14","35.000","08-05-2025","Kiralık Daire","3 +
                          1","110 m²","46
                        Yaşında","Çatı Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/0/8/9/5/4/4/e75e2677-d886-40d8-856d-b0a0b553c109.jpg","EİDS onaylı","İzmir / Konak / Çankaya Mah.","https://www.hepsiemlak.com/emlak-ofisi/aresturk-gayrimenkul-real-estate-14487","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/8/4/4/1/0/cf00c7c9-446f-4c19-a13d-309628e64491.jpg","Arestürk Gayrimenkul - Real Estate","Aresturk - İtk Yakını Kiralık 3+1 Deniz Manzarılı Daire"
"https://www.hepsiemlak.com/izmir-gaziemir-atifbey-kiralik/daire/155937-10","14","30.000","08-05-2025","Kiralık Daire","3 +
                          1","135 m²","18
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/6/3/9/5/4/4/7f214725-6888-469f-a01a-0e65e6e9c1ae.jpg","EİDS onaylı","İzmir / Gaziemir / Atıfbey Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Gaziemir Atıfbey'de 3 Cepheli Esra Parkı Yanı 3 Balkonlu Kiralık 3+1, Ferah, Köşe Daire"
"https://www.hepsiemlak.com/izmir-cigli-balatcik-kiralik/daire/110953-656","11","18.000","08-05-2025","Kiralık Daire","1 +
                          1","55 m²","7
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/9/7/9/5/4/4/58d933ba-3eec-470f-ab7f-b1659eacf5b4.jpg","EİDS onaylı","İzmir / Çiğli / Balatçık Mah.","https://www.hepsiemlak.com/emlak-ofisi/new-meta-gayrimenkul-110953","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/5/9/0/1/1/79e92190-d046-4348-a05b-55dc678d38c7.jpg","New Meta Gayrimenkul","Çiğli Balatçık'ta Üniversite Yakını Kiralık Eşyalı 1+1 Daire"
"https://www.hepsiemlak.com/izmir-foca-mustafa-kemal-ataturk-kiralik/yazlik/0-44597815","24","250.000","08-05-2025","Kiralık Yazlık","2 +
                          1","100 m²","1
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/1/8/7/9/5/4/4/tJTvbSmPS8DRE927P0ybd.jpg","EİDS onaylı","İzmir / Foça / Mustafa Kemal Atatürk Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Yenifoça Da Mülk Sahibinden Eşyalı Sınırsız Fiber Internetli Kiralık Dubleks"
"https://www.hepsiemlak.com/izmir-buca-kozagac-kiralik/daire/147777-255","19","25.000","08-05-2025","Kiralık Daire","3 +
                          1","135 m²","5
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/0/8/9/5/4/4/b48b6159-1bd3-43c6-b7bd-1c8f9fb7acf9.jpg","EİDS onaylı","İzmir / Buca / Kozağaç Mah.","https://www.hepsiemlak.com/emlak-ofisi/quattro-gayrimenkul-147777","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/7/7/7/4/1/0e907aee-51c4-4c0b-b440-fa49534a9fe9.jpg","Quattro Gayrimenkul","Quattro'dan 3+1 Doğalgazlı Geniş, Ferah Kiralık Daire"
"https://www.hepsiemlak.com/izmir-bayrakli-muhittin-erener-kiralik/daire/110953-657","15","17.000","08-05-2025","Kiralık Daire","2 +
                          1","95 m²","5
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/0/8/9/5/4/4/0b0b235c-b9d3-42eb-88b4-847ca3f1c238.jpg","EİDS onaylı","İzmir / Bayraklı / Muhittin Erener Mah.","https://www.hepsiemlak.com/emlak-ofisi/new-meta-gayrimenkul-110953","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/5/9/0/1/1/79e92190-d046-4348-a05b-55dc678d38c7.jpg","New Meta Gayrimenkul","Bayraklı Şehir Hastanesi Yakınında Kiralık 2+1 Daire"
"https://www.hepsiemlak.com/izmir-cesme-ilica-kiralik/villa/4993-3879","28","600.000","08-05-2025","Kiralık Villa","3 +
                          1","140 m²","16
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/3/6/3/7/5/4/4/3ea08e23e0503fae083dc3317fce8148150ab8891437b640cdcf1da1aade48dc084e13c89e289d0ccfbb6e6e1a471ce9.jpg","EİDS onaylı","İzmir / Çeşme / Ilıca Mah.","https://www.hepsiemlak.com/emlak-ofisi/cesme-atilla-emlak-4993","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/9/9/4/0/0/925a2600-78bb-4e8f-b636-5c95b8a20f62.jpg","Çeşme Atilla Emlak","Çeşme Ilıca Oteller Bölgesin'de Kiralık Ortak Havuzlu Villa"
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/151863-31","26","25.000","08-05-2025","Kiralık Daire","2 +
                          1","90 m²","30
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İzmir / Bornova / Kazımdirik Mah.","https://www.hepsiemlak.com/emlak-ofisi/blanco-gayrimenkul-ve-yatirim-danismanligi-151863","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/6/8/1/5/1/92132974-0656-475d-b3e3-193d462b3dff.jpg","","Blanco Gayrimenkul Ve Yatırım Danışmanlığı","Bornova Küçükparkın En Merkezi Yerinde Kiralık 2+1 Daire"
"https://www.hepsiemlak.com/izmir-karabaglar-bahar-kiralik/daire/24845-1823","42","22.000","08-05-2025","Kiralık Daire","2 +
                          1","109 m²","9
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/4/8/4/2/0/d4ae12fb-8cac-4937-a078-aeafbf8402d5.jpg","EİDS onaylı","İzmir / Karabağlar / Bahar Mah.","https://www.hepsiemlak.com/emlak-ofisi/antre-emlak-24845/tahsin-yazici-24845","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/4/8/4/2/0/d4a1a04e-d60b-493f-aa22-ffd008f70fb5.jpg","Antre Emlak","Antre Emlak'tan Kiralık Bahar Mahallesinde Hastane Yanı Doğalgazlı Otoparklı 2 Banyo 2+1 Yeni Daire"
"https://www.hepsiemlak.com/izmir-cesme-ilica-kiralik/mustakil-ev/0-44594001","18","450.000","08-05-2025","Kiralık Müstakil Ev","3 +
                          1","140 m²","9
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","","EİDS onaylı","İzmir / Çeşme / Ilıca Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Ilıca, Yıldızburnu Selimoğlu Sitesi'nde 3 + 1 Sezonluk Kiralık Villa"
"https://www.hepsiemlak.com/izmir-karsiyaka-semikler-kiralik/daire/0-44594068","20","52.500","08-05-2025","Kiralık Daire","3 +
                          1","167 m²","8
                        Yaşında","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/0/4/9/5/4/4/xBb9IFmf63gMQ24v6__oF.jpeg","EİDS onaylı","İzmir / Karşıyaka / Şemikler Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Sahibinden Arkadya Evleri Sitesi En İyi Dairesi"
"https://www.hepsiemlak.com/izmir-bornova-evka-4-kiralik/daire/133288-279","25","22.000","08-05-2025","Kiralık Daire","3 +
                          1","105 m²","25
                        Yaşında","8. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/7/7/8/5/4/4/b1f991d5-7fd5-4522-b5ca-be1ead8a366e.jpg","EİDS onaylı","İzmir / Bornova / Evka 4 Mah.","https://www.hepsiemlak.com/emlak-ofisi/ozsari-emlak-133288","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/8/2/3/3/1/c775ab9d-7501-4fd7-86b2-189b0e42cc57.jpg","Özsarı Emlak","Bornova Evka 4 3+1 Güney Cephe Doğalgazlı Kiralık Daire"
"https://www.hepsiemlak.com/izmir-karsiyaka-yali-kiralik/daire/131786-224","15","27.500","08-05-2025","Kiralık Daire","3 +
                          1","130 m²","26
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/0/9/8/5/4/4/9e9bcd651c99baa6ed6fc01afcd2fcfdeed5efaa239ace770633b395313155ae787b5cb207ff2e5aa04055d42909ec53.jpg","EİDS onaylı","İzmir / Karşıyaka / Yalı Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Bostanlı Merkezde, Ebeveyn Banyolu, Geniş 3+1 Kiralık Daire"
"https://www.hepsiemlak.com/izmir-narlidere-catalkaya-kiralik/villa/137715-216","30","105.000","08-05-2025","Kiralık Villa","4 +
                          2","240 m²","26
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/7/5/8/5/4/4/ef8d3aef1ae2d1f91877c3477f5ed2011f71bbaaa107184211a6d8e9c2388a67fb566708be076e2d14d43b6109c4bc06.jpg","EİDS onaylı","İzmir / Narlıdere / Çatalkaya Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Narlıdere Uğur Kampüsü Yakını Kiralık 5+2 Müstakil Villa"
"https://www.hepsiemlak.com/izmir-foca-kazim-dirik-kiralik/daire/152395-161","34","17.500","08-05-2025","Kiralık Daire","2 +
                          1","85 m²","7
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/1/1/7/5/4/4/958e4b9f-f671-4f7e-b8b3-4b8502b4edf9.jpg","EİDS onaylı","İzmir / Foça / Kazım Dirik Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-eski-foca-temsilciligi-152395","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/9/3/2/5/1/6963af3d-7321-441a-b5b1-928505fa2f39.jpg","Turyap Eski Foça Temsilciliği","Turyap Foça'dan 2+1 Merkezi Konumda Kiralık Daire"
"https://www.hepsiemlak.com/izmir-cesme-ilica-kiralik/villa/120889-199","47","640.000","08-05-2025","Kiralık Villa","3 +
                          1","160 m²","15
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/1/4/6/5/4/4/1746184768-9850159-44564192.jpeg","EİDS onaylı","İzmir / Çeşme / Ilıca Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Bluestate'ten Ilıca'da Denize Yürüyüş Mesafesinde Kiralık 3+1"
"https://www.hepsiemlak.com/izmir-bayrakli-manavkuyu-kiralik/daire/7457-167","60","28.500","08-05-2025","Kiralık Daire","3 +
                          1","130 m²","25
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/0/9/5/5/4/4/1746101862837-44559003.jpg","EİDS onaylı","İzmir / Bayraklı / Manavkuyu Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Bayraklı Manavkuyu Yeşilkent Sitesinde 3+1 130 M2 Doğal Gazlı Kiralık Ara Kat Daire."
"https://www.hepsiemlak.com/izmir-cigli-ataturk-kiralik/daire/128638-148","22","18.000","08-05-2025","Kiralık Daire","1 +
                          1","65 m²","10
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/3/4/5/5/4/4/1746024755212-44554347.jpg","EİDS onaylı","İzmir / Çiğli / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/turpas-gayrimenkul-128638","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/3/6/8/2/1/49523241-003b-43ac-86f6-ec0da116d163.jpg","Türpaş Gayrimenkul","Çiğli Evka 5 Atatürk Mah Valizini Al Gel Doğalgazlı Ful Eşyalı Deniz Manzaralı"
"https://www.hepsiemlak.com/izmir-bornova-gurpinar-kiralik/daire/148398-162","28","25.000","08-05-2025","Kiralık Daire","2 +
                          1","107 m²","15
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/0/5/4/5/4/4/1745918146754-44545087.jpg","EİDS onaylı","İzmir / Bornova / Gürpınar Mah.","https://www.hepsiemlak.com/emlak-ofisi/ayyildiz-gayrimenkul-148398","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/9/3/8/4/1/c9dbef4e-545b-44b4-97f8-681ca04d1226.jpg","Ayyıldız Gayrimenkul","Bornova Pınarbaşında 2+1 Kiralık Lüks Daire"
"https://www.hepsiemlak.com/izmir-urla-gulbahce-kiralik/daire/115022-842","36","55.000","07-05-2025","Kiralık Daire","2 +
                          1","70 m²","1
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/5/3/4/5/4/4/a0455642-9aa2-42dd-adb6-8f761502c5ad.jpg","EİDS onaylı","İzmir / Urla / Gülbahçe Mah.","https://www.hepsiemlak.com/emlak-ofisi/ctn-gayrimenkul-115022","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/2/0/5/1/1/b634fa2f-8ed3-4e90-86ab-231c0a58f807.jpg","Çtn Gayrimenkul","Çtn'den Urla Gülbahçe'de 4 Ay Süresince Kiralık,Eşyalı 2+1 Daire"
